pl_name,hostname,sy_dist,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_facility
"Kepler-904 b","Kepler-904",978.12500000,3.02166863200,1.77000000,,,,,6160.00,1.250000,1.160000,2016,"Transit","Kepler"
"Kepler-772 b","Kepler-772",1130.21000000,12.99207337000,1.82000000,,,,,5714.00,1.110000,0.980000,2016,"Transit","Kepler"
"Kepler-669 b","Kepler-669",2063.41000000,4.12554686900,4.83000000,,,,,6038.00,1.200000,1.150000,2016,"Transit","Kepler"
"HD 204313 c","HD 204313",47.79450000,34.95875000000,,17.16273398,,0.059000,,,,1.030000,2015,"Radial Velocity","La Silla Observatory"
"Kepler-1854 b","Kepler-1854",423.34800000,39.83110046000,2.58746104,,,,,5026.00,0.759000,0.800000,2021,"Transit","Kepler"
"GJ 687 c","GJ 687",4.54939000,727.56200000000,,16.00000000,,0.400000,,,,0.400000,2020,"Radial Velocity","Multiple Observatories"
"Kepler-326 c","Kepler-326",487.67500000,4.58035800000,1.40000000,,,,,5105.00,0.801000,,2014,"Transit","Kepler"
"Kepler-760 b","Kepler-760",792.33600000,8.70419416000,3.06000000,,,,,5322.00,0.850000,0.890000,2016,"Transit","Kepler"
"Kepler-1530 b","Kepler-1530",489.87600000,2.59044340000,1.64000000,,,,,5477.00,0.880000,0.920000,2016,"Transit","Kepler"
"K2-250 b","K2-250",414.70800000,4.01392000000,2.71257333,,1003.00,0.210000,88.26000,5003.00,0.797000,0.809000,2018,"Transit","K2"
"Kepler-229 b","Kepler-229",826.26500000,6.25297200000,2.20000000,,,,,5120.00,0.728000,,2014,"Transit","Kepler"
"Kepler-1187 b","Kepler-1187",1020.53000000,18.87064068000,2.61000000,,,,,5975.00,1.090000,1.060000,2016,"Transit","Kepler"
"Kepler-1821 b","Kepler-1821",799.69900000,16.45809937000,2.59248115,,,,,5475.00,0.884000,0.946000,2021,"Transit","Kepler"
"Kepler-1107 b","Kepler-1107",428.79800000,0.57103851800,1.34000000,,,,,5268.00,0.820000,0.860000,2016,"Transit","Kepler"
"K2-2016-BLG-0005L b","K2-2016-BLG-0005L",5200.00000000,4700.00000000000,,349.61124770,,,,,,0.584000,2023,"Microlensing","K2"
"Kepler-1699 b","Kepler-1699",818.75900000,3.49082000000,1.56671124,,,,,5575.53,,,2020,"Transit","Kepler"
"Kepler-1769 b","Kepler-1769",438.41200000,89.19349670000,4.46500000,,,,,6071.00,1.295000,1.061000,2021,"Transit","Kepler"
"2MASS J11550485-7919108 b","2MASS J11550485-7919108",100.86200000,,,6356.56814000,2506.00,,,,,,2024,"Imaging","European Space Agency (ESA) Gaia Satellite"
"K2-38 b","K2-38",192.69000000,4.01593000000,1.54000000,7.30000000,1266.00,0.197000,88.36000,5731.00,1.060000,1.030000,2016,"Transit","K2"
"Kepler-1480 b","Kepler-1480",500.89200000,22.12679948000,1.67000000,,,,,5156.00,0.810000,0.850000,2016,"Transit","Kepler"
"Kepler-60 c","Kepler-60",1025.10000000,8.91870000000,1.90000000,3.85000000,,,,5905.00,1.257000,1.041000,2012,"Transit","Kepler"
"Kepler-204 c","Kepler-204",686.72300000,25.66059300000,1.79000000,,,,,5812.00,1.238000,,2014,"Transit","Kepler"
"Kepler-20 g","Kepler-20",282.56300000,34.94000000000,,19.96000000,524.00,0.150000,,5495.00,0.963900,0.948000,2016,"Radial Velocity","Multiple Observatories"
"Kepler-1849 b","Kepler-1849",631.88400000,57.29290009000,2.38685349,,,,,4806.00,0.729000,0.709000,2021,"Transit","Kepler"
"HD 457 b","HD 457",55.03750000,20324.58153000000,,8445.33643080,,0.565000,62.58500,,,1.150000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-331 b","Kepler-331",580.11900000,8.45749600000,1.82000000,,,,,4347.00,0.492000,,2014,"Transit","Kepler"
"GJ 3222 b","GJ 3222",18.23817000,10.66669000000,,11.44182265,,0.929000,,,,0.890000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-878 b","Kepler-878",791.62500000,25.94220330000,1.93000000,,,,,5044.00,0.770000,0.810000,2016,"Transit","Kepler"
"HD 112640 b","HD 112640",323.33500000,613.20000000000,,1589.15000000,,0.240000,,4155.00,39.000000,1.800000,2020,"Radial Velocity","Bohyunsan Optical Astronomical Observatory"
"Kepler-1938 b","Kepler-1938",421.15200000,13.06260014000,1.82828927,,,,,4522.00,0.655000,0.646000,2021,"Transit","Kepler"
"Kepler-126 c","Kepler-126",237.40100000,21.86974100000,1.58000000,,,,,6239.00,1.358000,,2014,"Transit","Kepler"
"Kepler-619 c","Kepler-619",900.67800000,1.20846502600,1.69000000,,,,,5980.00,1.110000,1.090000,2016,"Transit","Kepler"
"Kepler-327 c","Kepler-327",241.98700000,5.21233300000,1.03000000,,,,,3799.00,0.492000,,2014,"Transit","Kepler"
"EPIC 211822797 b","EPIC 211822797",186.19700000,21.17019630000,1.92000000,,431.00,,,4057.00,0.580000,0.620000,2016,"Transit","K2"
"Kepler-1763 b","Kepler-1763",756.48600000,1.48028004200,1.14651332,,,,,5897.00,1.259000,1.026000,2021,"Transit","Kepler"
"Kepler-264 c","Kepler-264",942.17300000,140.10126100000,2.83000000,,,,,6158.00,1.550000,,2014,"Transit","Kepler"
"K2-293 b","K2-293",392.25100000,13.12250000000,2.45000000,,750.00,,88.80000,5532.00,0.947000,0.958000,2019,"Transit","K2"
"Kepler-341 b","Kepler-341",1047.03000000,5.19552800000,1.18000000,,,,,6012.00,1.024000,,2014,"Transit","Kepler"
"Kepler-232 c","Kepler-232",1349.13000000,11.37934900000,3.83000000,,,,,5847.00,0.968000,,2014,"Transit","Kepler"
"K2-228 b","K2-228",129.46000000,2.69828000000,1.21000000,,914.00,,,4715.00,0.650000,0.710000,2018,"Transit","K2"
"Kepler-542 b","Kepler-542",436.01600000,13.14497566000,1.57000000,,,,,5526.00,0.900000,0.930000,2016,"Transit","Kepler"
"Kepler-1992 b","Kepler-1992",532.95500000,15.61122380000,0.91000000,,637.00,0.000000,89.03000,5383.00,0.842000,0.874000,2023,"Transit","Kepler"
"HD 177565 b","HD 177565",16.91790000,44.50500000000,,15.10000000,,0.059300,,,,1.000000,2017,"Radial Velocity","La Silla Observatory"
"KMT-2019-BLG-1367L b","KMT-2019-BLG-1367L",4670.00000000,,,4.08000000,,,,,,0.250000,2023,"Microlensing","KMTNet"
"HD 55696 b","HD 55696",77.96930000,1827.00000000000,,1230.00210000,,0.705000,,6012.00,1.520000,1.290000,2018,"Radial Velocity","W. M. Keck Observatory"
"Kepler-11 f","Kepler-11",646.34600000,46.68880000000,2.49000000,2.00000000,,0.013000,89.47000,5663.00,1.065000,0.961000,2010,"Transit","Kepler"
"Kepler-1705 b","Kepler-1705",1633.49000000,9.03502000000,2.03000000,4.47000000,,0.033000,88.79000,6312.00,1.259000,1.139000,2021,"Transit","Kepler"
"K2-84 b","K2-84",284.87600000,6.42150000000,2.41000000,,,,,5652.00,0.930000,0.950000,2016,"Transit","K2"
"Kepler-1487 b","Kepler-1487",1014.62000000,7.31946363000,2.13000000,,,,,6541.00,1.630000,1.380000,2016,"Transit","Kepler"
"HD 200964 b","HD 200964",72.59220000,606.30000000000,,508.21017000,,0.087000,,4982.00,4.920000,1.390000,2010,"Radial Velocity","Lick Observatory"
"Kepler-1049 b","Kepler-1049",162.00600000,3.27346073600,0.95000000,,,,,3864.00,0.490000,0.510000,2016,"Transit","Kepler"
"Kepler-1929 b","Kepler-1929",508.20100000,59.36249924000,3.07250761,,,,,5786.00,1.471000,1.006000,2021,"Transit","Kepler"
"Kepler-1388 b","Kepler-1388",453.79500000,12.28546030000,2.59000000,,,,,4098.00,0.610000,0.630000,2016,"Transit","Kepler"
"Kepler-243 b","Kepler-243",693.86000000,5.71544200000,2.45000000,,,,,5228.00,0.842000,,2014,"Transit","Kepler"
"K2-358 b","K2-358",480.30700000,11.25102850000,2.68000000,,888.00,,,5650.00,0.910000,0.930000,2021,"Transit","K2"
"Kepler-1371 c","Kepler-1371",515.33400000,2.00541269000,0.64000000,,,,,5361.00,0.830000,0.870000,2016,"Transit","Kepler"
"Barnard e","Barnard's star",1.82655000,6.73920000000,,0.19300000,340.00,0.040000,,3195.00,0.185000,0.162000,2025,"Radial Velocity","Gemini Observatory"
"HD 155193 b","HD 155193",57.79950000,352.65000000000,,238.37130525,,0.210000,0.71120,6239.00,,1.221000,2021,"Radial Velocity","Haute-Provence Observatory"
"Kepler-241 b","Kepler-241",,12.71809200000,2.33000000,,,,,4699.00,0.668000,,2014,"Transit","Kepler"
"Kepler-598 c","Kepler-598",681.08600000,86.49450000000,3.02420941,,,,,5245.00,0.900316,0.900000,2020,"Transit","Kepler"
"K2-83 b","K2-83",125.52900000,2.74697000000,1.24400000,,,,,3910.00,0.424000,0.484000,2016,"Transit","K2"
"K2-268 d","K2-268",327.78300000,4.52859800000,1.49000000,,888.00,,,5106.00,0.780000,0.840000,2021,"Transit","K2"
"Kepler-238 b","Kepler-238",1798.75000000,2.09087600000,1.73000000,,,,,5751.00,1.430000,,2014,"Transit","Kepler"
"HD 213240 b","HD 213240",40.87070000,882.70001000000,,1773.49140000,,0.420000,,5979.00,1.510000,1.570000,2001,"Radial Velocity","La Silla Observatory"
"Kepler-1040 b","Kepler-1040",482.11900000,201.12140000000,2.08000000,,,,,5694.00,0.960000,0.980000,2016,"Transit","Kepler"
"HD 168009 b","HD 168009",23.30320000,15.14790000000,,9.53485221,,0.120000,,5778.33,1.209505,0.986073,2021,"Radial Velocity","Multiple Observatories"
"Kepler-442 b","Kepler-442",365.96500000,112.30530000000,1.34000000,,,0.040000,89.94000,4402.00,0.598000,0.609000,2015,"Transit","Kepler"
"Kepler-1125 b","Kepler-1125",2011.41000000,17.67006420000,1.84000000,,,,,5683.00,0.940000,0.950000,2016,"Transit","Kepler"
"Kepler-207 c","Kepler-207",875.51900000,3.07157100000,1.50000000,,,,,5920.00,1.588000,,2014,"Transit","Kepler"
"Kepler-595 c","Kepler-595",643.00900000,12.38602000000,1.00900000,3.30000000,,,,,0.821000,0.930000,2020,"Transit","Kepler"
"Kepler-120 b","Kepler-120",388.63000000,6.31250100000,2.15000000,,,,,4096.00,0.534000,,2014,"Transit","Kepler"
"Kepler-1526 b","Kepler-1526",555.57400000,3.90863200500,2.43000000,,,,,4601.00,0.690000,0.730000,2016,"Transit","Kepler"
"EPIC 212624936 b","EPIC 212624936",561.92900000,0.57865700000,1.20000000,,,,90.30000,5765.00,0.930000,,2021,"Transit","K2"
"Kepler-380 b","Kepler-380",813.71300000,3.93082100000,1.19000000,,,,,6045.00,1.224000,,2014,"Transit","Kepler"
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",3930.00000000,,,3585.00000000,,,,,,0.810000,2020,"Microlensing","OGLE"
"Kepler-198 b","Kepler-198",495.35800000,17.79003700000,2.82000000,,,,,5574.00,0.940000,,2014,"Transit","Kepler"
"Kepler-1192 b","Kepler-1192",1304.19000000,25.20347870000,2.36000000,,,,,5438.00,0.830000,0.860000,2016,"Transit","Kepler"
"Kepler-1647 b","Kepler-1647",1212.45000000,1107.59230000000,11.87390000,483.00000000,,0.058100,90.09720,6210.00,1.790300,1.220700,2016,"Transit","Kepler"
"K2-123 b","K2-123",161.55500000,30.95152400000,2.76000000,,338.00,,,4035.00,0.590000,0.620000,2017,"Transit","K2"
"Kepler-320 b","Kepler-320",826.61300000,8.37155400000,1.14000000,,,,,6435.00,1.108000,,2014,"Transit","Kepler"
"HD 158038 b","HD 158038",94.86250000,521.00000000000,,486.27990000,,0.290000,,4860.00,4.500000,1.300000,2011,"Radial Velocity","W. M. Keck Observatory"
"K2-337 b","K2-337",421.63600000,16.27356300000,2.62000000,,850.00,,,5869.00,1.320000,0.940000,2021,"Transit","K2"
"Kepler-170 c","Kepler-170",738.65700000,16.66586300000,2.86000000,,,,,5679.00,1.035000,,2014,"Transit","Kepler"
"Kepler-361 c","Kepler-361",930.32000000,55.18802300000,2.52000000,,,,,6169.00,1.343000,,2014,"Transit","Kepler"
"HD 18143 c","HD 18143",22.52430000,28982.41764000000,,3177.64841319,,0.194000,35.98000,,,0.850000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-979 b","Kepler-979",576.50300000,8.08801350000,2.72000000,,,,,5310.00,0.830000,0.870000,2016,"Transit","Kepler"
"OGLE-2018-BLG-0532L b","OGLE-2018-BLG-0532L",773.00000000,,,6.22800000,,,,,,0.195000,2020,"Microlensing","OGLE"
"Kepler-1446 b","Kepler-1446",152.07500000,0.68996783200,0.82000000,,,,,4865.00,0.750000,0.810000,2016,"Transit","Kepler"
"Kepler-112 b","Kepler-112",513.20600000,8.40887800000,2.36000000,,,,,5544.00,0.841000,,2014,"Transit","Kepler"
"18 Del b","18 Del",76.22200000,982.85000000000,,2926.24614325,,0.024000,,4980.00,8.800000,2.100000,2008,"Radial Velocity","Okayama Astrophysical Observatory"
"Kepler-79 e","Kepler-79",1020.72000000,81.06590000000,3.49000000,4.10000000,,0.012000,89.13000,6174.00,1.302000,1.165000,2014,"Transit","Kepler"
"Kepler-1684 b","Kepler-1684",621.99600000,47.70550000000,2.87084792,,,,,4706.54,0.666755,0.750000,2020,"Transit","Kepler"
"Kepler-198 c","Kepler-198",495.35800000,49.56741600000,2.47000000,,,,,5574.00,0.940000,,2014,"Transit","Kepler"
"Kepler-368 c","Kepler-368",770.97800000,72.37933400000,3.88000000,,,,,5502.00,2.019000,,2014,"Transit","Kepler"
"Kepler-1290 b","Kepler-1290",1593.70000000,4.69500134000,1.42000000,,,,,5660.00,0.930000,0.950000,2016,"Transit","Kepler"
"POTS-1 b","POTS-1",747.95900000,3.16062960000,10.54800000,734.16000000,,,88.06000,4400.00,0.588000,0.695000,2013,"Transit","La Silla Observatory"
"Kepler-1411 b","Kepler-1411",1660.48000000,86.11508880000,2.82000000,,,,,5664.00,0.920000,0.950000,2016,"Transit","Kepler"
"Kepler-835 b","Kepler-835",2406.33000000,11.41909375000,2.79000000,,,,,5954.00,1.110000,1.080000,2016,"Transit","Kepler"
"HD 216435 b","HD 216435",32.98340000,1311.00000000000,,400.40000000,,0.070000,,5999.00,,1.300000,2002,"Radial Velocity","Anglo-Australian Telescope"
"Kepler-287 b","Kepler-287",835.86000000,20.34219900000,2.33000000,,,,,5806.00,1.032000,,2014,"Transit","Kepler"
"Kepler-11 c","Kepler-11",646.34600000,13.02410000000,2.87000000,2.90000000,,0.026000,89.59000,5663.00,1.065000,0.961000,2010,"Transit","Kepler"
"G 268-110 b","G 268-110",,1.43263000000,,1.52000000,534.00,0.000000,,,,0.137000,2025,"Radial Velocity","Calar Alto Observatory"
"EPIC 201833600 c","K2-50",257.44300000,3.96151000000,1.00000000,,,,,,,0.611000,2019,"Transit","K2"
"Kepler-827 b","Kepler-827",2046.68000000,51.92927591000,5.63000000,,,,,5602.00,0.910000,0.930000,2016,"Transit","Kepler"
"Luhman 16 b","Luhman 16 A",,9697.00000000000,,9344.15516580,,0.344000,79.92000,,,0.033800,2017,"Imaging","Multiple Observatories"
"HD 204313 e","HD 204313",47.79450000,7325.64666000000,,4868.17771002,,0.253000,176.09200,,,1.030000,2022,"Radial Velocity","Multiple Observatories"
"K2-294 b","K2-294",373.07800000,2.50387000000,1.66000000,,1425.00,,85.50000,5612.00,1.200000,0.987000,2019,"Transit","K2"
"Kepler-401 d","Kepler-401",965.56000000,184.25640500000,2.27000000,,,,,6184.00,1.290000,1.170000,2016,"Transit","Kepler"
"HD 95127 b","HD 95127",676.57900000,482.00000000000,,3378.53290000,,0.110000,,4218.00,41.010000,3.700000,2015,"Radial Velocity","McDonald Observatory"
"Kepler-31 c","Kepler-31",1664.64000000,42.63180000000,5.30000000,1493.70000000,,,,6340.00,1.220000,1.210000,2011,"Transit","Kepler"
"K2-211 b","K2-211",272.29700000,0.66956100000,1.33162691,,1873.00,0.190000,84.10000,5117.00,0.818000,0.851000,2018,"Transit","K2"
"Kepler-1014 b","Kepler-1014",624.80000000,16.57110363000,2.39000000,,,,,5388.00,0.840000,0.880000,2016,"Transit","Kepler"
"GJ 3323 c","GJ 3323",5.37484000,40.54000000000,,2.31000000,,0.170000,,3159.00,0.119000,0.164000,2017,"Radial Velocity","La Silla Observatory"
"HD 175541 b","HD 175541",129.60300000,298.43000000000,,190.06234000,,0.110000,,5013.00,4.190000,1.390000,2007,"Radial Velocity","W. M. Keck Observatory"
"HD 106252 b","HD 106252",38.18500000,1535.00000000000,,3178.28407000,,0.480000,46.00000,,,1.050000,2002,"Radial Velocity","Lick Observatory"
"Kepler-1401 b","Kepler-1401",1425.43000000,11.20066445000,1.68000000,,,,,5964.00,1.100000,1.070000,2016,"Transit","Kepler"
"Kepler-1314 b","Kepler-1314",,5.42474928100,5.11000000,,,,,4188.00,0.590000,0.600000,2016,"Transit","Kepler"
"Kepler-98 b","Kepler-98",350.31500000,1.54168000000,1.99000000,3.55000000,,,,5539.00,1.110000,0.990000,2014,"Transit","Kepler"
"HD 145377 b","HD 145377",53.48840000,103.95000000000,,1913.33660000,,0.310000,,6014.00,1.050000,1.200000,2008,"Radial Velocity","La Silla Observatory"
"HIP 90988 b","HIP 90988",94.03490000,455.73816000000,,668.07531151,,0.081000,,,,1.613000,2021,"Radial Velocity","Multiple Observatories"
"HD 102272 b","HD 102272",347.09700000,127.58000000000,,1570.08020000,,0.050000,,4790.00,10.300000,1.450000,2008,"Radial Velocity","McDonald Observatory"
"Kepler-305 d","Kepler-305",868.47700000,16.74000000000,2.76000000,6.20000000,,,,5090.00,0.792000,0.827000,2014,"Transit","Kepler"
"Kepler-384 c","Kepler-384",895.67800000,45.34826900000,1.13000000,,,,,5577.00,0.882000,,2014,"Transit","Kepler"
"K2-130 b","K2-130",118.01100000,2.49412000000,1.25000000,,,0.170000,86.53000,4356.47,0.744261,0.695630,2017,"Transit","K2"
"Kepler-444 f","Kepler-444",36.43960000,9.74048600000,0.74100000,,,0.290000,87.96000,5046.00,0.752000,0.758000,2015,"Transit","Kepler"
"K2-350 c","K2-350",489.36800000,19.99194400000,2.74000000,,687.00,,,5789.00,1.040000,0.980000,2016,"Transit","K2"
"HD 16175 b","HD 16175",59.85900000,990.00000000000,,1620.93300000,,0.600000,,5981.00,1.720000,1.630000,2009,"Radial Velocity","Lick Observatory"
"Kepler-595 b","Kepler-595",643.00900000,25.30290920000,3.70800000,17.40000000,,,,,0.821000,0.930000,2016,"Transit","Kepler"
"HD 164922 e","HD 164922",22.00160000,41.76300000000,,10.52012027,,0.086000,,5393.43,1.001813,0.921146,2021,"Radial Velocity","Multiple Observatories"
"K2-219 c","K2-219",325.40000000,6.66767000000,1.43839723,,,,87.26923,5753.00,1.189232,1.021545,2018,"Transit","K2"
"K2-119 b","K2-119",365.58100000,7.72728300000,2.53000000,,666.00,,,4740.00,0.710000,0.760000,2017,"Transit","K2"
"Kepler-148 c","Kepler-148",791.16300000,4.18004300000,3.60000000,,,,,5272.00,0.851000,,2014,"Transit","Kepler"
"MOA-2011-BLG-293L b","MOA-2011-BLG-293L",7720.00000000,,,1500.00000000,,,,,,0.860000,2012,"Microlensing","MOA"
"Kepler-395 b","Kepler-395",421.38200000,7.05434600000,1.03000000,,,,,4262.00,0.556000,,2014,"Transit","Kepler"
"HD 76920 b","HD 76920",184.03100000,415.89100000000,,994.80291391,,0.878200,,4664.00,8.330000,1.000000,2017,"Radial Velocity","Multiple Observatories"
"Kepler-385 b","Kepler-385",1432.61000000,10.04368600000,2.73000000,,,,,6326.00,1.126000,,2014,"Transit","Kepler"
"Kepler-1466 b","Kepler-1466",631.94900000,31.17504480000,1.55000000,,,,,5884.00,1.020000,1.010000,2016,"Transit","Kepler"
"Kepler-151 c","Kepler-151",649.91900000,24.67461200000,2.09000000,,,,,5460.00,0.830000,,2014,"Transit","Kepler"
"Kepler-565 b","Kepler-565",,4.24374722600,3.64000000,,,,,5735.00,0.950000,0.980000,2016,"Transit","Kepler"
"Kepler-703 b","Kepler-703",1156.83000000,4.58352175600,8.20000000,,,,,6185.00,1.270000,1.180000,2016,"Transit","Kepler"
"Kepler-90 i","KOI-351",848.25400000,14.44912000000,1.32000000,,709.00,,89.20000,6015.00,1.290000,1.120000,2017,"Transit","Kepler"
"Kepler-253 d","Kepler-253",838.59500000,18.11986900000,3.17000000,,,,,5208.00,0.786000,,2014,"Transit","Kepler"
"Kepler-930 b","Kepler-930",848.39600000,71.45177750000,2.13000000,,,,,6335.00,1.400000,1.250000,2016,"Transit","Kepler"
"Kepler-866 b","Kepler-866",646.66700000,2.61703253600,1.63000000,,,,,4751.00,0.710000,0.750000,2016,"Transit","Kepler"
"GJ 740 b","GJ 740",11.10170000,2.37756000000,,2.96000000,829.00,0.240000,,3913.00,0.560000,0.580000,2021,"Radial Velocity","Multiple Observatories"
"Kepler-1857 b","Kepler-1857",853.27500000,8.94340992000,1.96065412,,,,,6074.00,1.005000,0.873000,2021,"Transit","Kepler"
"Kepler-480 b","Kepler-480",847.50800000,4.91958379500,2.78000000,,,,,6322.00,1.340000,1.250000,2016,"Transit","Kepler"
"Kepler-1622 b","Kepler-1622",796.47700000,10.81187370000,1.47000000,,,,,6436.00,1.500000,1.310000,2016,"Transit","Kepler"
"AT2021ueyL b","AT2021ueyL",1040.00000000,4168.69000000000,,425.89006538,,,,3680.00,,0.490000,2025,"Microlensing","Multiple Observatories"
"Kepler-325 b","Kepler-325",823.24200000,4.54443900000,2.91000000,,,,,5752.00,1.003000,,2014,"Transit","Kepler"
"Kepler-418 c","Kepler-418",1002.53000000,12.21829987000,5.22108654,,,,,5822.00,1.081000,0.957000,2021,"Transit","Kepler"
"Kepler-2001 c","Kepler-2001",776.55000000,14.09258318900,1.82000000,,597.00,0.000000,88.45000,5081.00,0.770000,0.864000,2023,"Transit","Kepler"
"HD 103197 b","HD 103197",57.14630000,47.84000000000,,28.60470000,,0.000000,,5250.00,0.880000,0.800000,2009,"Radial Velocity","La Silla Observatory"
"OGLE-2015-BLG-1609L b","OGLE-2015-BLG-1609L",3300.00000000,,,76.27881768,,,,,,0.170000,2025,"Microlensing","OGLE"
"Kepler-1360 b","Kepler-1360",1516.27000000,40.52864130000,3.40000000,,,,,6778.00,1.830000,1.510000,2016,"Transit","Kepler"
"Kepler-1333 b","Kepler-1333",932.44600000,109.64718420000,2.81000000,,,,,5628.00,0.920000,0.940000,2016,"Transit","Kepler"
"Kepler-294 c","Kepler-294",1357.01000000,6.62640000000,2.71000000,,,,,5913.00,0.976000,,2014,"Transit","Kepler"
"HD 103720 b","HD 103720",45.53520000,4.55570000000,,197.04600000,,0.086000,,5017.00,0.730000,0.794000,2014,"Radial Velocity","La Silla Observatory"
"Kepler-655 b","Kepler-655",752.56200000,46.40633580000,2.71000000,,,,,6170.00,1.240000,1.150000,2016,"Transit","Kepler"
"K2-409 b","K2-409",431.03100000,1.90808400000,2.48200000,,,,,5742.00,1.228000,0.886000,2022,"Transit","K2"
"HD 52265 b","HD 52265",29.98030000,119.27000000000,,384.57430000,,0.270000,,6136.00,,1.204000,2000,"Radial Velocity","W. M. Keck Observatory"
"K2-172 b","K2-172",249.74200000,14.31694100000,1.66608079,,,,88.91352,5569.00,0.868889,0.934356,2018,"Transit","K2"
"Kepler-1303 b","Kepler-1303",897.78300000,7.56127224000,1.42000000,,,,,5771.00,1.000000,1.010000,2016,"Transit","Kepler"
"EPIC 201615463 c","K2-166",476.88200000,3.80464000000,1.22000000,,,,,,,1.073000,2019,"Transit","K2"
"HD 21693 b","HD 21693",33.25500000,22.67860000000,,8.23000000,,0.120000,,5430.00,,0.800000,2019,"Radial Velocity","La Silla Observatory"
"HD 181433 d","HD 181433",26.87620000,6896.10000000000,,206.91000000,,0.444000,,,,0.860000,2008,"Radial Velocity","La Silla Observatory"
"DMPP-1 e","DMPP-1",62.53880000,5.51600000000,,4.13000000,1314.00,0.070000,,6196.00,1.260000,1.210000,2019,"Radial Velocity","La Silla Observatory"
"Kepler-1316 b","Kepler-1316",800.87100000,87.97321360000,3.54000000,,,,,5884.00,1.120000,1.040000,2016,"Transit","Kepler"
"K2-171 b","K2-171",606.12800000,5.62846600000,2.68657205,,,,85.04821,5250.00,1.717458,0.891587,2018,"Transit","K2"
"Kepler-154 e","Kepler-154",915.21200000,3.93276465000,1.50000000,,,,,5769.00,0.980000,0.980000,2016,"Transit","Kepler"
"Kepler-616 c","Kepler-616",945.77500000,90.41135560000,3.41000000,,,,,5753.00,0.970000,0.980000,2016,"Transit","Kepler"
"K2-111 b","K2-111",200.39400000,5.35180000000,1.82000000,5.58000000,1309.00,0.100000,86.43000,5775.00,1.250000,0.840000,2017,"Transit","K2"
"Kepler-1991 c","Kepler-1991",855.82000000,22.79020351000,2.57000000,,634.00,0.000000,89.94000,5478.00,1.053000,0.914000,2023,"Transit","Kepler"
"Kepler-325 c","Kepler-325",823.24200000,12.76217200000,2.54000000,,,,,5752.00,1.003000,,2014,"Transit","Kepler"
"Kepler-613 b","Kepler-613",861.49400000,15.77979614000,2.29000000,,,,,5723.00,0.960000,0.980000,2016,"Transit","Kepler"
"Kepler-1133 b","Kepler-1133",753.13500000,11.55562343000,1.97000000,,,,,5569.00,0.900000,0.930000,2016,"Transit","Kepler"
"Kepler-1400 b","Kepler-1400",752.23700000,9.06689421000,1.62000000,,,,,5044.00,0.780000,0.830000,2016,"Transit","Kepler"
"Kepler-1907 b","Kepler-1907",292.11100000,5.65245008500,0.86973029,,,,,5159.00,0.800000,0.752000,2021,"Transit","Kepler"
"Kepler-1542 d","Kepler-1542",399.11400000,5.99273738000,0.87000000,,,,,5564.00,0.990000,0.940000,2016,"Transit","Kepler"
"Kepler-1909 b","Kepler-1909",763.66200000,2.39160990700,1.09217411,,,,,4935.00,0.685000,0.663000,2021,"Transit","Kepler"
"Kepler-1477 b","Kepler-1477",680.82800000,11.55530021000,1.18000000,,,,,5100.00,0.780000,0.810000,2016,"Transit","Kepler"
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L",7690.00000000,,,1875.18760130,,,,,,0.630000,2024,"Microlensing","OGLE"
"KMT-2018-BLG-0030L b","KMT-2018-BLG-0030L",6480.00000000,,,460.85119015,,,,,,0.510000,2022,"Microlensing","KMTNet"
"K2-379 b","K2-379",182.20700000,8.77724700000,2.18100000,,,,,4603.00,0.751000,0.856000,2022,"Transit","K2"
"Kepler-380 c","Kepler-380",813.71300000,7.63000400000,1.27000000,,,,,6045.00,1.224000,,2014,"Transit","Kepler"
"Kepler-1956 b","Kepler-1956",360.46800000,5.94371986400,1.08940238,,,,,4391.00,0.682000,0.671000,2021,"Transit","Kepler"
"Kepler-288 d","Kepler-288",1194.15000000,56.63374200000,2.67000000,,,,,5918.00,1.091000,,2014,"Transit","Kepler"
"Kepler-260 c","Kepler-260",627.36500000,76.05017800000,1.74000000,,,,,5250.00,0.862000,,2014,"Transit","Kepler"
"HD 158996 b","HD 158996",283.65900000,820.20000000000,,4449.62000000,,0.130000,,4069.00,50.300000,1.800000,2018,"Radial Velocity","Bohyunsan Optical Astronomical Observatory"
"Kepler-466 c","Kepler-466",530.12200000,3.70921384600,1.25000000,,,,,5927.00,1.050000,1.040000,2016,"Transit","Kepler"
"K2-258 b","K2-258",661.87300000,19.09210000000,3.00000000,,831.00,,,6351.00,1.310000,1.210000,2018,"Transit","K2"
"HD 10975 b","HD 10975",116.50600000,283.80000000000,,143.02278315,,0.442000,,4840.00,11.160000,1.410000,2021,"Radial Velocity","Okayama Astrophysical Observatory"
"Kepler-1236 b","Kepler-1236",999.64000000,31.05716180000,2.14000000,,,,,5337.00,0.820000,0.860000,2016,"Transit","Kepler"
